source,author,title,description,url,urlToImage,publishedAt,content,text,text_cleaned,sentiment,sentiment_label,confidence
"{'id': None, 'name': 'NPR'}",Tamara Keith,Elon Musk blurs the line between his government and business roles,"The tech titan and President Trump say they will avoid any conflicts of interest, but it's difficult for the public to verify that.",https://www.npr.org/2025/02/22/nx-s1-5305682/elon-musk-doge-donald-trump-ethics,https://npr.brightspotcdn.com/dims3/default/strip/false/crop/1024x576+0+54/resize/1400/quality/100/format/jpeg/?url=http%3A%2F%2Fnpr-brightspot.s3.amazonaws.com%2Fa0%2F78%2Fdd99bea44e1ca1f19278ea001990%2Fgettyimages-2200924488.jpg,2025-02-22T11:00:00Z,"President Trump was speaking at a Saudi investment conference in Miami on Wednesday when he gave a shout-out to billionaire tech titan Elon Musk, seated with other business leaders and dignitaries in… [+8700 chars]","Elon Musk blurs the line between his government and business roles The tech titan and President Trump say they will avoid any conflicts of interest, but it's difficult for the public to verify that.",elon musk blur line government business role tech titan president trump say avoid conflict interest difficult public verify,0,Bad News,0.6987775629781309
"{'id': 'business-insider', 'name': 'Business Insider'}",Dominick Reuter,Joann plans to go out of business and close all remaining fabric and craft stores,Fabric and crafts chain Joann said it reached a deal to sell its assets and wind down operations after previously planning to close around 500 stores.,https://www.businessinsider.com/joann-going-out-of-business-closing-all-stores-2025-2,https://i.insider.com/67bcbcdc4e7cbbbe3dc45b3a?width=1200&format=jpeg,2025-02-24T18:58:26Z,"""We deeply appreciate our dedicated Team Members, our customers and communities across the nation for their unwavering support for more than 80 years,"" Joann said in a statement.Joann
<ul><li>Joann … [+1459 chars]",Joann plans to go out of business and close all remaining fabric and craft stores Fabric and crafts chain Joann said it reached a deal to sell its assets and wind down operations after previously planning to close around 500 stores.,joann plan go business close remaining fabric craft store fabric craft chain joann said reached deal sell asset wind operation previously planning close around store,0,Bad News,0.6703611133339734
"{'id': 'business-insider', 'name': 'Business Insider'}",Lara O'Reilly,Seeking nominations for Business Insider's most innovative CMOs of 2025 list — submit entries by April 25,We're looking for the top CMOs who are driving growth for their companies and innovating in marketing in a highly uncertain economic environment.,https://www.businessinsider.com/nominations-entry-form-most-innovative-cmo-list-2025-3,https://i.insider.com/67d4203eb8b41a9673faa768?width=1200&format=jpeg,2025-03-14T16:51:04Z,"Duolingo CMO Manu Orssaud featured on BI's most innovative CMOs of 2024 list — will your marketing chief be featured this year?Duolingo
<ul><li>We're seeking nominations for Business Insider's 10th … [+1752 chars]",Seeking nominations for Business Insider's most innovative CMOs of 2025 list — submit entries by April 25 We're looking for the top CMOs who are driving growth for their companies and innovating in marketing in a highly uncertain economic environment.,seeking nomination business insider innovative cmos list submit entry april looking top cmos driving growth company innovating marketing highly uncertain economic environment,0,Bad News,0.6154453002033875
"{'id': 'business-insider', 'name': 'Business Insider'}","Amanda Perelli,Sydney Bradley,Dan Whateley",SoftBank-backed creator juggernaut Jellysmack spins off part of its original content business,"Blue Foxes, led by former Jellysmack executives, will take over some of the creator economy startup's owned-and-operated channels.",https://www.businessinsider.com/creator-economy-startup-jellysmack-spins-off-blue-foxes-facebook-youtube-2025-3,https://i.insider.com/67cb2dc8585f1dff88b18131?width=1200&format=jpeg,2025-03-11T19:17:13Z,"Jellysmack is a prominent startup in the creator economy.Jellysmack
<ul><li>Creator economy startup Jellysmack has spun off part of its original content business into a new entity.</li><li>Blue Foxe… [+2661 chars]","SoftBank-backed creator juggernaut Jellysmack spins off part of its original content business Blue Foxes, led by former Jellysmack executives, will take over some of the creator economy startup's owned-and-operated channels.",softbankbacked creator juggernaut jellysmack spin part original content business blue fox led former jellysmack executive take creator economy startup ownedandoperated channel,1,Good News,0.5786092756484783
"{'id': None, 'name': 'NPR'}",The Associated Press,Private lunar lander Blue Ghost touches down on the moon,"A private lunar lander carrying a drill and other experiments for NASA touched down on the moon Sunday, the latest in a string of companies looking to kickstart business on the celestial neighbor.",https://www.npr.org/2025/03/02/g-s1-51579/private-lunar-lander-blue-ghost-touches-down-on-the-moon,https://npr.brightspotcdn.com/dims3/default/strip/false/crop/2985x1679+8+0/resize/1400/quality/100/format/jpeg/?url=http%3A%2F%2Fnpr-brightspot.s3.amazonaws.com%2Fb1%2Faf%2F85e6d16a42e58538df6a5d3041db%2Fap25059583760842.jpg,2025-03-02T10:43:37Z,"CAPE CANAVERAL, Fla. A private lunar lander carrying a drill, vacuum and other experiments for NASA touched down on the moon Sunday, the latest in a string of companies looking to kickstart business … [+4058 chars]","Private lunar lander Blue Ghost touches down on the moon A private lunar lander carrying a drill and other experiments for NASA touched down on the moon Sunday, the latest in a string of companies looking to kickstart business on the celestial neighbor.",private lunar lander blue ghost touch moon private lunar lander carrying drill experiment nasa touched moon sunday latest string company looking kickstart business celestial neighbor,0,Bad News,0.6488614460924391
"{'id': None, 'name': 'NPR'}",Andrea Hsu,Federal workers feel betrayed and alone in Trump administration's chaotic purge,"Mike Macans is one of an unknown number of Small Business Administration employees who were fired, unfired and fired again as part of the Trump administration's deep cuts to the federal workforce.",https://www.npr.org/2025/02/24/nx-s1-5305717/trump-layoffs-federal-workers-chaos,https://npr.brightspotcdn.com/dims3/default/strip/false/crop/3000x1688+0+281/resize/1400/quality/100/format/jpeg/?url=http%3A%2F%2Fnpr-brightspot.s3.amazonaws.com%2F31%2Fe0%2Feb6257974294bac5b10ef245ef1e%2F250223-npr-federalworkeersba-aadams-100.jpg,2025-02-24T10:00:00Z,"It's been more than two weeks since Mike Macans learned for the first time that the Small Business Administration was firing him from his job as a disaster recovery coordinator based in Anchorage, Al… [+7237 chars]","Federal workers feel betrayed and alone in Trump administration's chaotic purge Mike Macans is one of an unknown number of Small Business Administration employees who were fired, unfired and fired again as part of the Trump administration's deep cuts to the federal workforce.",federal worker feel betrayed alone trump administration chaotic purge mike macans one unknown number small business administration employee fired unfired fired part trump administration deep cut federal workforce,0,Bad News,0.7243605866558882
"{'id': 'business-insider', 'name': 'Business Insider'}",Rachel Hosie,"I thought my strict diet and fitness regime were just proof I was driven — but I was too lean. Now I'm heavier, fitter, and happier.","Tom Trotter, 29, was used to people thinking it was strange he worked long hours growing his business. So when loved ones worried he was obsessed with fitness, he didn't listen at first.",https://www.businessinsider.com/strict-diet-fitness-regime-driven-too-lean-heavier-fitter-happier-2025-3,https://i.insider.com/67d407cf69253ccddf993fb0?width=640&format=jpeg,2025-03-15T08:59:01Z,"Tom Trotter at his leanest (left) and now.Tom Trotter
<ul><li>Tom Trotter was an active, sporty child and trained hard as a rugby player. </li><li>In his 20s, he became obsessed with working out and… [+6292 chars]","I thought my strict diet and fitness regime were just proof I was driven — but I was too lean. Now I'm heavier, fitter, and happier. Tom Trotter, 29, was used to people thinking it was strange he worked long hours growing his business. So when loved ones worried he was obsessed with fitness, he didn't listen at first.",thought strict diet fitness regime proof driven lean im heavier fitter happier tom trotter used people thinking strange worked long hour growing business loved one worried obsessed fitness didnt listen first,0,Bad News,0.6624835708099162
"{'id': 'business-insider', 'name': 'Business Insider'}",Suzanne Reilley,I lived with my mom and ate McDonald's daily while bootstrapping my company. We made over $1 million in revenue last year.,The founder of an event staffing company in LA ate $5 McDonalds meals so he could re-invest in his new business and build it as a sole owner.,https://www.businessinsider.com/founder-bootstrap-events-company-advice-2025-3,https://i.insider.com/67c8870fb8b41a9673f9bfcf?width=1200&format=jpeg,2025-03-06T10:43:22Z,"Daniel Meursing and his employees at Premier Staff.Daniel Meursing
<ul><li>Daniel Meursing is the CEO of Premier Staff, a luxury event staffing company in LA.</li><li>He worked as server and started… [+5769 chars]",I lived with my mom and ate McDonald's daily while bootstrapping my company. We made over $1 million in revenue last year. The founder of an event staffing company in LA ate $5 McDonalds meals so he could re-invest in his new business and build it as a sole owner.,lived mom ate mcdonalds daily bootstrapping company made million revenue last year founder event staffing company la ate mcdonalds meal could reinvest new business build sole owner,0,Bad News,0.6095342622319756
"{'id': 'business-insider', 'name': 'Business Insider'}",Thibault Spirlet,I quit my 9-to-5 in crypto and started an e-commerce business that made $1.3 million in sales last year. I work 24/7 because I love it.,"Yong-Soo Chung quit his 9-to-5 at crypto startup to build his own online business, which now makes over $1 million a year. He says he has no regrets.",https://www.businessinsider.com/quit-tech-job-e-commerce-business-no-regrets-2025-2,https://i.insider.com/67c06398b1834fe31165a083?width=1080&format=jpeg,2025-03-02T11:17:01Z,"Yong-Soo Chung.Courtesy of Yong-Soo Chung
<ul><li>Yong-Soo Chung left his job as a software engineer at Ripple in 2015 after the startup was fined.</li><li>He launched an e-commerce business and doe… [+5690 chars]","I quit my 9-to-5 in crypto and started an e-commerce business that made $1.3 million in sales last year. I work 24/7 because I love it. Yong-Soo Chung quit his 9-to-5 at crypto startup to build his own online business, which now makes over $1 million a year. He says he has no regrets.",quit crypto started ecommerce business made million sale last year work love yongsoo chung quit crypto startup build online business make million year say regret,1,Good News,0.526103440004145
"{'id': 'wired', 'name': 'Wired'}",Zeyi Yang,Chinese Companies Rush to Put DeepSeek in Everything,"From video game developers to a nuclear power plant, companies across China are adopting DeepSeek’s AI models to boost stock prices and flaunt their national pride.",https://www.wired.com/story/deepseek-china-nationalism/,"https://media.wired.com/photos/67c5f5496e5120fc90d42211/191:100/w_1280,c_limit/China-DeepSeek-AI-Business-2197000260.jpg",2025-03-12T10:00:00Z,"A mobile shooting game developed by Tencent is using DeepSeek to power an in-game assistant that can, among other things, give players fortune-telling readers about whether they are going to have a g… [+3020 chars]","Chinese Companies Rush to Put DeepSeek in Everything From video game developers to a nuclear power plant, companies across China are adopting DeepSeek’s AI models to boost stock prices and flaunt their national pride.",chinese company rush put deepseek everything video game developer nuclear power plant company across china adopting deepseeks ai model boost stock price flaunt national pride,0,Bad News,0.6256610131557281
"{'id': 'wired', 'name': 'Wired'}","Leah Feiger, Zoë Schiffer",Donald Trump Held Another Million-Dollar 'Candlelight' Dinner—With Elon Musk in Tow,"Unlike the previous million-dollar ""candlelight"" dinner, this event did not appear on Donald Trump's official schedule. Oh, and Elon Musk was there too, WIRED has learned.",https://www.wired.com/story/trump-million-dollar-candlelight-dinner-elon-musk/,"https://media.wired.com/photos/67d87b1672f3cfb6457630cf/191:100/w_1280,c_limit/Million-Dollar-Dinner-Trump-Politics-2205126566.jpg",2025-03-17T22:43:03Z,An invitation to a candlelight dinner held this past Saturday at President Donald Trumps Mar-a-Lago club asked prospective guests to spend $1 million per seat. Trump attended the dinner along with El… [+3561 chars],"Donald Trump Held Another Million-Dollar 'Candlelight' Dinner—With Elon Musk in Tow Unlike the previous million-dollar ""candlelight"" dinner, this event did not appear on Donald Trump's official schedule. Oh, and Elon Musk was there too, WIRED has learned.",donald trump held another milliondollar candlelight dinnerwith elon musk tow unlike previous milliondollar candlelight dinner event appear donald trump official schedule oh elon musk wired learned,0,Bad News,0.6222400588880226
"{'id': None, 'name': 'VentureBeat'}","Sean Falconer, Confluent","Launching your first AI project with a grain of RICE: Weighing reach, impact, confidence and effort to create your roadmap","A new framework inspired by the RICE scoring model balances business value, time-to-market, scalability and risk for your first AI project.",https://venturebeat.com/ai/launching-your-first-ai-project-with-a-grain-of-rice-weighing-reach-impact-confidence-and-effort-to-create-your-roadmap/,https://venturebeat.com/wp-content/uploads/2025/03/nuneybits_Abstract_art_of_science_vs._business_ec56cad4-dcb1-48b8-a6d8-addecd51ddac.webp?w=1024?w=1200&strip=all,2025-03-15T18:30:00Z,"Join our daily and weekly newsletters for the latest updates and exclusive content on industry-leading AI coverage. Learn More
Businesses know they cant ignore AI, but when it comes to building with… [+11151 chars]","Launching your first AI project with a grain of RICE: Weighing reach, impact, confidence and effort to create your roadmap A new framework inspired by the RICE scoring model balances business value, time-to-market, scalability and risk for your first AI project.",launching first ai project grain rice weighing reach impact confidence effort create roadmap new framework inspired rice scoring model balance business value timetomarket scalability risk first ai project,1,Good News,0.5074795112118159
"{'id': None, 'name': 'Yahoo Entertainment'}",Anna Washenko,Amazon is shutting down its third-party Android app store,"The Amazon Appstore will no longer be available
 on Android as of August 20, 2025. After that date, apps from the digital storefront ""are not guaranteed to operate"" on Android hardware; however, they can continue to be used on devices like the Fire TV and Fi…",https://consent.yahoo.com/v2/collectConsent?sessionId=1_cc-session_e575db03-f143-4653-840b-3c940acc9101,,2025-02-20T19:20:47Z,"If you click 'Accept all', we and our partners, including 238 who are part of the IAB Transparency &amp; Consent Framework, will also store and/or access information on a device (in other words, use … [+703 chars]","Amazon is shutting down its third-party Android app store The Amazon Appstore will no longer be available
 on Android as of August 20, 2025. After that date, apps from the digital storefront ""are not guaranteed to operate"" on Android hardware; however, they can continue to be used on devices like the Fire TV and Fi…",amazon shutting thirdparty android app store amazon appstore longer available android august date apps digital storefront guaranteed operate android hardware however continue used device like fire tv fi,0,Bad News,0.6484753748833669
"{'id': None, 'name': 'Seths.blog'}",Seth Godin,Decoding the Knock Knock situation,"Novels, movies, even consulting, are based on a knock knock business model. Tom Cruise made a movie, and you need to buy a ticket to see it. Jane Collins is an engineering professional and you need to pay to get their insight about how to fix your bridge. Thi…",https://seths.blog/2025/03/decoding-the-knock-knock-situation/,https://seths.blog/wp-content/uploads/2018/06/seth_godin_ogimages_v02_1806137-1.jpg,2025-03-14T08:58:00Z,"Novels, movies, even consulting, are based on a knock knock business model.
Tom Cruise made a movie, and you need to buy a ticket to see it. Jane Collins is an engineering professional and you need … [+2943 chars]","Decoding the Knock Knock situation Novels, movies, even consulting, are based on a knock knock business model. Tom Cruise made a movie, and you need to buy a ticket to see it. Jane Collins is an engineering professional and you need to pay to get their insight about how to fix your bridge. Thi…",decoding knock knock situation novel movie even consulting based knock knock business model tom cruise made movie need buy ticket see jane collins engineering professional need pay get insight fix bridge thi,0,Bad News,0.6747777587802656
"{'id': None, 'name': 'Gizmodo.com'}",Mike Fazioli,A Year of the Cheapest Airfare Imaginable Is Yours for Just $10 With a Dollar Flight Club Subscription,"Save 85% on a Premium membership, or upgrade to a Premium Plus subscription for just $30 and get incredible deals on domestic and international flights.",https://gizmodo.com/a-year-of-the-cheapest-airfare-imaginable-is-yours-for-just-10-with-a-dollar-flight-club-subscription-2000572879,https://gizmodo.com/app/uploads/2025/03/Dollar-Flight-Club.jpg,2025-03-07T16:50:22Z,"If someone offered you thousands of dollars of savings on domestic and international airfare in exchange for just $10, would you go for it? That’s not a hypothetical question, by the way StackSocial … [+2777 chars]","A Year of the Cheapest Airfare Imaginable Is Yours for Just $10 With a Dollar Flight Club Subscription Save 85% on a Premium membership, or upgrade to a Premium Plus subscription for just $30 and get incredible deals on domestic and international flights.",year cheapest airfare imaginable dollar flight club subscription save premium membership upgrade premium plus subscription get incredible deal domestic international flight,1,Good News,0.5129408191094595
"{'id': None, 'name': 'Yahoo Entertainment'}",Jess Shannon,"Historic Butler County hotel, restaurant closing after nearly 200 years","A historic Butler County hotel, bar and restaurant is closing its doors after nearly 200 years of business.",https://www.yahoo.com/news/historic-butler-county-hotel-restaurant-160401213.html,https://media.zenfs.com/en/wpxi_cox_articles_540/a44dc236c574de6b37b70332ef961445,2025-03-05T16:04:01Z,"A historic Butler County hotel, bar and restaurant is closing its doors after nearly 200 years of business.
It is with heavy hearts that we announce the closing of Hotel Saxonburg, the business said… [+1168 chars]","Historic Butler County hotel, restaurant closing after nearly 200 years A historic Butler County hotel, bar and restaurant is closing its doors after nearly 200 years of business.",historic butler county hotel restaurant closing nearly year historic butler county hotel bar restaurant closing door nearly year business,0,Bad News,0.5935325376259364
"{'id': 'business-insider', 'name': 'Business Insider'}",jsor@businessinsider.com (Jennifer Sor),The ranks of Gen Z realtors are growing. Here's what 3 young brokers said about getting into the business.,"The share of realtors under the age of 30 quadrupled in 2024, according to data from NAR.",https://www.businessinsider.com/gen-z-realtor-commission-becoming-real-estate-agent-housing-market-2025-2,https://i.insider.com/67c07b20b8b41a9673f92885?width=1200&format=jpeg,2025-02-28T09:00:02Z,"Young, fresh-faced 20-somethings are taking the housing market by storm not by buying homes, but by selling them.
After dipping in 2023, the share of realtors under the age of 30 quadrupled in 2024,… [+7155 chars]","The ranks of Gen Z realtors are growing. Here's what 3 young brokers said about getting into the business. The share of realtors under the age of 30 quadrupled in 2024, according to data from NAR.",rank gen realtor growing here young broker said getting business share realtor age quadrupled according data nar,0,Bad News,0.5290484212089676
"{'id': 'business-insider', 'name': 'Business Insider'}",kelkins@businessinsider.com (Kathleen Elkins),"Home flippers explain the simple key to turning a profit: If you're doing it right, it's a 'pretty boring business'","When flipping a home, simplicity typically wins out.",https://www.businessinsider.com/real-estate-investing-how-to-flip-home-for-profit-2025-3,https://i.insider.com/67c1eba4b1834fe31165cd02?width=841&format=jpeg,2025-03-01T11:15:02Z,"If done correctly, flipping a home can turn a tidy profit.
Colorado-based investor Whitney Elkins-Hutten bought her first property a single-family home in need of some elbow grease in Fort Collins i… [+4554 chars]","Home flippers explain the simple key to turning a profit: If you're doing it right, it's a 'pretty boring business' When flipping a home, simplicity typically wins out.",home flipper explain simple key turning profit youre right pretty boring business flipping home simplicity typically win,0,Bad News,0.5075401078423474
"{'id': 'the-verge', 'name': 'The Verge'}",Nilay Patel,"Dow Jones CEO Almar Latour on AI, press freedom, and the future of news","Today, I’m talking with Almar Latour, who is the publisher of The Wall Street Journal and CEO of its parent company Dow Jones, which you can think of as a huge research and data provider for companies of all sizes. Dow Jones itself is part of Rupert Murdoch’s…",https://www.theverge.com/decoder-podcast-with-nilay-patel/626229/dow-jones-ceo-almar-latour-wsj-interview-ai-journalism,https://platform.theverge.com/wp-content/uploads/sites/2/2025/03/DCD_0310.jpg?quality=90&strip=all&crop=0%2C10.732984293194%2C100%2C78.534031413613&w=1200,2025-03-10T14:46:12Z,"Today, I’m talking with Almar Latour, who is the publisher of The Wall Street Journal and CEO of its parent company Dow Jones, which you can think of as a huge research and data provider for companie… [+52490 chars]","Dow Jones CEO Almar Latour on AI, press freedom, and the future of news Today, I’m talking with Almar Latour, who is the publisher of The Wall Street Journal and CEO of its parent company Dow Jones, which you can think of as a huge research and data provider for companies of all sizes. Dow Jones itself is part of Rupert Murdoch’s…",dow jones ceo almar latour ai press freedom future news today im talking almar latour publisher wall street journal ceo parent company dow jones think huge research data provider company size dow jones part rupert murdoch,0,Bad News,0.673129902984159
"{'id': 'time', 'name': 'Time'}",Lindsay Whitehurst / AP,Mexico Is Suing U.S. Gun Makers for $10 Billion. Here’s What to Know About the Case,The $10 billion lawsuit alleges that the business practices of top gun makers fuels cartel violence. Here's what to know.,https://time.com/7264184/scotus-mexico-lawsuit-us-gun-manufacturers/,https://api.time.com/wp-content/uploads/2025/03/AP25052543446432.jpg?quality=85&w=1024&h=628&crop=1,2025-03-04T12:32:07Z,"WASHINGTON The Supreme Court will hear arguments Tuesday in a $10 billion lawsuit Mexico filed against top firearm manufacturers in the U.S., alleging their business practices have fueled cartel gun … [+2593 chars]",Mexico Is Suing U.S. Gun Makers for $10 Billion. Here’s What to Know About the Case The $10 billion lawsuit alleges that the business practices of top gun makers fuels cartel violence. Here's what to know.,mexico suing gun maker billion here know case billion lawsuit alleges business practice top gun maker fuel cartel violence here know,1,Good News,0.5078623627733172
"{'id': 'time', 'name': 'Time'}",Rebecca Schneid,Women’s Wealth Accumulation Is All About Taking Risks and Starting Early,Female business leaders gathered at TIME’s 2025 Women Leadership Forum to talk about how women can invest in themselves,https://time.com/7225492/women-wealth-leadership-forum/,https://api.time.com/wp-content/uploads/2025/02/2201956973.jpg?quality=85&w=1200&h=628&crop=1,2025-02-25T21:25:48Z,"On Tuesday, Jennifer Openshaw, Sukhinder Singh Cassidy, and Malak Santinithree women who lead large businessesgathered at TIMEs 2025 Women Leadership Forum in Los Angeles to discuss the gender wealth… [+2834 chars]",Women’s Wealth Accumulation Is All About Taking Risks and Starting Early Female business leaders gathered at TIME’s 2025 Women Leadership Forum to talk about how women can invest in themselves,womens wealth accumulation taking risk starting early female business leader gathered time woman leadership forum talk woman invest,0,Bad News,0.6015251530998671
"{'id': 'the-verge', 'name': 'The Verge'}",Jess Weatherbed,"Meme coins aren’t subject to securities regulations, says SEC","According to the Securities and Exchange Commission, meme coins don’t meet the requirements to be protected by federal securities law. In new guidance issued on Thursday, the SEC announced that it doesn’t view most meme coins — cryptocurrencies that originate…",https://www.theverge.com/news/621454/sec-meme-coin-securities-collectibles-guidance,https://platform.theverge.com/wp-content/uploads/sites/2/2025/02/STK428_CRYPTO_B.jpg?quality=90&strip=all&crop=0%2C10.732984293194%2C100%2C78.534031413613&w=1200,2025-02-28T13:25:54Z,"The commission describes them as more akin to collectibles.
The commission describes them as more akin to collectibles.
According to the Securities and Exchange Commission, meme coins dont meet the… [+1838 chars]","Meme coins aren’t subject to securities regulations, says SEC According to the Securities and Exchange Commission, meme coins don’t meet the requirements to be protected by federal securities law. In new guidance issued on Thursday, the SEC announced that it doesn’t view most meme coins — cryptocurrencies that originate…",meme coin arent subject security regulation say sec according security exchange commission meme coin dont meet requirement protected federal security law new guidance issued thursday sec announced doesnt view meme coin cryptocurrencies originate,0,Bad News,0.6817451214613839
"{'id': 'the-verge', 'name': 'The Verge'}",Wes Davis,Dude Perfect and Mark Rober may be the next YouTubers to get big streaming deals,"Netflix and other streaming platforms are stepping up efforts to sign YouTubers, which could mean big streaming deals for sports channel Dude Perfect or former NASA engineer Mark Rober, reports The Wall Street Journal. The Journal writes that streaming platfo…",https://www.theverge.com/streaming-wars/630997/youtube-dude-perfect-mark-rober-youtubers-netflix-amazon-deals,"https://platform.theverge.com/wp-content/uploads/sites/2/2025/03/Screenshot-2025-03-16-at-7.05.56%E2%80%AFPM.png?quality=90&strip=all&crop=0,11.908453209983,100,76.183093580034",2025-03-17T00:24:00Z,"Following the success of MrBeasts Beast Games, efforts by Netflix and others to sign creators are in overdrive.
Following the success of MrBeasts Beast Games, efforts by Netflix and others to sign c… [+1455 chars]","Dude Perfect and Mark Rober may be the next YouTubers to get big streaming deals Netflix and other streaming platforms are stepping up efforts to sign YouTubers, which could mean big streaming deals for sports channel Dude Perfect or former NASA engineer Mark Rober, reports The Wall Street Journal. The Journal writes that streaming platfo…",dude perfect mark rober may next youtubers get big streaming deal netflix streaming platform stepping effort sign youtubers could mean big streaming deal sport channel dude perfect former nasa engineer mark rober report wall street journal journal writes streaming platfo,1,Good News,0.6897658351140835
"{'id': 'the-verge', 'name': 'The Verge'}",Emma Roth,Best Buy and Target CEOs say prices are about to go up because of tariffs,"Target and Best Buy say Trump’s tariffs on Mexico, Canada, and China could raise prices in their stores as soon as this week. During an interview with CNBC, Target CEO Brian Cornell said consumers will “likely see prices increase over the next couple of days,…",https://www.theverge.com/news/624254/best-buy-target-raise-prices-tariffs,https://platform.theverge.com/wp-content/uploads/sites/2/2025/02/STKS488_TARIFFS_CVirginia_D.jpg?quality=90&strip=all&crop=0%2C10.732984293194%2C100%2C78.534031413613&w=1200,2025-03-04T22:43:33Z,"Target relies on produce from Mexico during the winter, while Best Buy sources most of its products from Mexico and China.
Target relies on produce from Mexico during the winter, while Best Buy sour… [+1554 chars]","Best Buy and Target CEOs say prices are about to go up because of tariffs Target and Best Buy say Trump’s tariffs on Mexico, Canada, and China could raise prices in their stores as soon as this week. During an interview with CNBC, Target CEO Brian Cornell said consumers will “likely see prices increase over the next couple of days,…",best buy target ceo say price go tariff target best buy say trump tariff mexico canada china could raise price store soon week interview cnbc target ceo brian cornell said consumer likely see price increase next couple day,1,Good News,0.7050548050911275
"{'id': 'business-insider', 'name': 'Business Insider'}",Eammon Jacobs,The tech and business leaders who attended the Oscars and its after party — from Bob Iger to Sergey Brin,"Hollywood's biggest actors and directors aren't the only ones invited to the Oscars and the Vanity Fair after party. Big names from Netflix, Paramount and beyond also attended.",https://www.businessinsider.com/oscars-tech-business-leaders-red-carpet-party-bob-iger-brin-2025-3,https://i.insider.com/67c5a854b8b41a9673f975f4?width=1200&format=jpeg,2025-03-03T13:13:31Z,"Bob Iger and Kieran Culkin at Searchlight Pictures' Oscars party.David Jon/Getty Images for Searchlight Pictures
<ul><li>The Oscars on Sunday drew big names from Hollywood — and business.</li><li>Di… [+3278 chars]","The tech and business leaders who attended the Oscars and its after party — from Bob Iger to Sergey Brin Hollywood's biggest actors and directors aren't the only ones invited to the Oscars and the Vanity Fair after party. Big names from Netflix, Paramount and beyond also attended.",tech business leader attended oscar party bob iger sergey brin hollywood biggest actor director arent one invited oscar vanity fair party big name netflix paramount beyond also attended,0,Bad News,0.5688301457327054
"{'id': 'business-insider', 'name': 'Business Insider'}",Suzanne Reilley,I started flipping pallets of Amazon returns on eBay. It helped me launch my own business and buy a house.,Flipping pallets of Amazon returns on eBay was a way for Lizeth Cuara to leave her job. It was the start of her successful online retail career.,https://www.businessinsider.com/flipping-amazon-return-pallets-online-business-2025-2,https://i.insider.com/67bef650b1834fe311657888?width=1200&format=jpeg,2025-02-26T11:12:11Z,"Lizeth Cuara started flipping pallets of Amazon returns to make extra income.Nathan Stirk/Getty Images
<ul><li>Lizeth Cuara bought her first pallet of Amazon returns in 2015 for $5,000 to flip for a… [+6348 chars]",I started flipping pallets of Amazon returns on eBay. It helped me launch my own business and buy a house. Flipping pallets of Amazon returns on eBay was a way for Lizeth Cuara to leave her job. It was the start of her successful online retail career.,started flipping pallet amazon return ebay helped launch business buy house flipping pallet amazon return ebay way lizeth cuara leave job start successful online retail career,0,Bad News,0.5914143335844702
"{'id': 'business-insider', 'name': 'Business Insider'}",Cheryl Teh,Critical Role's founders are over a decade into the nerdworld business — and they're finally answering the big question of succession,"The show's eight cofounders started streaming on Twitch back in March 2015, and celebrated their tenth anniversary this year.",https://www.businessinsider.com/cr-critical-role-cofounders-talk-big-question-succession-legacy-2025-3,https://i.insider.com/67d055ef585f1dff88b1c437?width=1200&format=jpeg,2025-03-16T23:17:01Z,"From left to right: Taliesin Jaffe, Liam O'Brien, Marisha Ray, Travis Willingham, Ashley Johnson, Sam Riegel, Laura Bailey, and Matthew Mercer.Robyn von Swank
<ul><li>Critical Role's cofounders sat … [+3458 chars]","Critical Role's founders are over a decade into the nerdworld business — and they're finally answering the big question of succession The show's eight cofounders started streaming on Twitch back in March 2015, and celebrated their tenth anniversary this year.",critical role founder decade nerdworld business theyre finally answering big question succession show eight cofounder started streaming twitch back march celebrated tenth anniversary year,1,Good News,0.5155384847161434
"{'id': None, 'name': 'Burlington Free Press'}","Brent Hallenbeck, Burlington Free Press",Burlington restaurant 'closed indefinitely' after fire marshal raises issues: What to know,"Here's what's happening with Manhattan, which is the most-recent name for a business long known as Manhattan Pizza and Pub and briefly called Rincon.",https://www.burlingtonfreepress.com/story/life/food/2025/02/27/manhattans-church-main-street-downtown-burlington-restaurant-bar-closed-fire-department/80479554007/,https://s.yimg.com/ny/api/res/1.2/.3IK3yxWj4qoKrD3RW8iPQ--/YXBwaWQ9aGlnaGxhbmRlcjt3PTEyMDA7aD05MDA-/https://media.zenfs.com/en/the-burlington-free-press/a3112c6d3892b59d296b604fa5f337fa,2025-02-27T19:33:21Z,"A cornerstone of Burlingtons downtown nightlife scene for decades is closed indefinitely, according to a post from the restaurant and bars Instagram account.
Manhattans is the most recent name for t… [+1407 chars]","Burlington restaurant 'closed indefinitely' after fire marshal raises issues: What to know Here's what's happening with Manhattan, which is the most-recent name for a business long known as Manhattan Pizza and Pub and briefly called Rincon.",burlington restaurant closed indefinitely fire marshal raise issue know here whats happening manhattan mostrecent name business long known manhattan pizza pub briefly called rincon,0,Bad News,0.681722354757323
